"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","TierRank"
"WR","Devin Fuller (7147489)","Devin Fuller",7147489,3000,"TB@Atl 01:00PM ET","Atl","Devin","Fuller","TB",0,0,0,0,0
"WR","Jordan Payton (7147528)","Jordan Payton",7147528,3000,"Cle@Phi 01:00PM ET","Cle","Jordan","Payton","Phi",0,0,0,0,0
"RB","Damien Williams (7147422)","Damien Williams",7147422,3000,"Mia@Sea 04:05PM ET","Mia","Damien","Williams","Sea",3.21,1.7,0,0,0
"WR","Marcus Johnson (7147530)","Marcus Johnson",7147530,3000,"Cle@Phi 01:00PM ET","Phi","Marcus","Johnson","Cle",0,0,0,0,0
"WR","Cayleb Jones (7147531)","Cayleb Jones",7147531,3000,"Cle@Phi 01:00PM ET","Phi","Cayleb","Jones","Cle",0,0,0,0,0
"WR","Max McCaffrey (7147580)","Max McCaffrey",7147580,3000,"Oak@NO 01:00PM ET","Oak","Max","McCaffrey","NO",0,0,0,0,0
"WR","Herb Waters (7147678)","Herb Waters",7147678,3000,"GB@Jax 01:00PM ET","GB","Herb","Waters","Jax",0,0,0,0,0
"WR","Quinshad Davis (7147745)","Quinshad Davis",7147745,3000,"Det@Ind 04:25PM ET","Det","Quinshad","Davis","Ind",0,0,0,0,0
"WR","Tevaun Smith (7147746)","Tevaun Smith",7147746,3000,"Det@Ind 04:25PM ET","Ind","Tevaun","Smith","Det",0,0,0,0,0
"WR","Daniel Anthrop (7147747)","Daniel Anthrop",7147747,3000,"Det@Ind 04:25PM ET","Ind","Daniel","Anthrop","Det",0,0,0,0,0
"WR","Brandon Shippen (7147702)","Brandon Shippen",7147702,3000,"Mia@Sea 04:05PM ET","Mia","Brandon","Shippen","Sea",0,0,0,0,0
"WR","Marquis Bundy (7147771)","Marquis Bundy",7147771,3000,"NE@Ari 08:30PM ET","Ari","Marquis","Bundy","NE",0,0,0,0,0
"RB","Abou Toure (7147452)","Abou Toure",7147452,3000,"Det@Ind 04:25PM ET","Ind","Abou","Toure","Det",0,0,0,0,0
"WR","Dennis Parks (7147532)","Dennis Parks",7147532,3000,"Cle@Phi 01:00PM ET","Cle","Dennis","Parks","Phi",0,0,0,0,0
"RB","Jalen Richard (7147351)","Jalen Richard",7147351,3000,"Oak@NO 01:00PM ET","Oak","Jalen","Richard","NO",0,0,0,9.22450897965716,0
"WR","Mekale McKay (7147748)","Mekale McKay",7147748,3000,"Det@Ind 04:25PM ET","Ind","Mekale","McKay","Det",0,0,0,0,0
"RB","Jonathan Williams (7147381)","Jonathan Williams",7147381,3000,"Buf@Bal 01:00PM ET","Buf","Jonathan","Williams","Bal",0,0,0,0,0
"WR","Ricardo Louis (7147533)","Ricardo Louis",7147533,3000,"Cle@Phi 01:00PM ET","Cle","Ricardo","Louis","Phi",0,0,0,2.11362241365427,0
"RB","Darius Jackson (7147439)","Darius Jackson",7147439,3000,"NYG@Dal 04:25PM ET","Dal","Darius","Jackson","NYG",0,1.2,0,1.2,0
"RB","Kenyan Drake (7147423)","Kenyan Drake",7147423,3000,"Mia@Sea 04:05PM ET","Mia","Kenyan","Drake","Sea",0,2.6,0,0,0
"WR","Cody Core (7147556)","Cody Core",7147556,3000,"Cin@NYJ 01:00PM ET","Cin","Cody","Core","NYJ",0,0,0,0,0
"WR","Jaydon Mickens (7147581)","Jaydon Mickens",7147581,3000,"Oak@NO 01:00PM ET","Oak","Jaydon","Mickens","NO",0,0,0,0,0
"WR","Keenan Reynolds (7147634)","Keenan Reynolds",7147634,3000,"Buf@Bal 01:00PM ET","Bal","Keenan","Reynolds","Buf",0,0,0,0,0
"RB","Brandon Burks (7147408)","Brandon Burks",7147408,3000,"GB@Jax 01:00PM ET","GB","Brandon","Burks","Jax",0,0,0,0,0
"RB","Chris Swain (7147365)","Chris Swain",7147365,3000,"SD@KC 01:00PM ET","SD","Chris","Swain","KC",0,0,0,0,0
"RB","Sione Houma (7147352)","Sione Houma",7147352,3000,"Oak@NO 01:00PM ET","NO","Sione","Houma","Oak",0,0,0,0,0
"WR","DeAndre Reaves (7147604)","DeAndre Reaves",7147604,3000,"SD@KC 01:00PM ET","SD","DeAndre","Reaves","KC",0,0,0,0,0
"WR","Alonzo Russell (7147557)","Alonzo Russell",7147557,3000,"Cin@NYJ 01:00PM ET","Cin","Alonzo","Russell","NYJ",0,0,0,0,0
"WR","Chris Brown (7147721)","Chris Brown",7147721,3000,"NYG@Dal 04:25PM ET","Dal","Chris","Brown","NYG",0,0,0,0,0
"WR","Ed Eagan (7147722)","Ed Eagan",7147722,3000,"NYG@Dal 04:25PM ET","Dal","Ed","Eagan","NYG",0,0,0,0,0
"WR","Darrin Peterson (7147651)","Darrin Peterson",7147651,3000,"Chi@Hou 01:00PM ET","Chi","Darrin","Peterson","Hou",0,0,0,0,0
"WR","Chris King (7147490)","Chris King",7147490,3000,"TB@Atl 01:00PM ET","Atl","Chris","King","TB",0,0,0,0,0
"WR","Chester Rogers (7147749)","Chester Rogers",7147749,3000,"Det@Ind 04:25PM ET","Ind","Chester","Rogers","Det",0,0,0,0,0
"WR","Chris Hubert (7147772)","Chris Hubert",7147772,3000,"NE@Ari 08:30PM ET","Ari","Chris","Hubert","NE",0,0,0,0,0
"WR","Tajae Sharpe (7147509)","Tajae Sharpe",7147509,3000,"Min@Ten 01:00PM ET","Ten","Tajae","Sharpe","Min",11.83,11.3,7.07,10.1948195025764,7
"WR","Derek Keaton (7147652)","Derek Keaton",7147652,3000,"Chi@Hou 01:00PM ET","Chi","Derek","Keaton","Hou",0,0,0,0,0
"WR","Andy Jones (7147723)","Andy Jones",7147723,3000,"NYG@Dal 04:25PM ET","Dal","Andy","Jones","NYG",0,0,0,0,0
"RB","John Crockett (7147409)","John Crockett",7147409,3000,"GB@Jax 01:00PM ET","GB","John","Crockett","Jax",0,0,0,0,0
"RB","Dwayne Washington (7147453)","Dwayne Washington",7147453,3000,"Det@Ind 04:25PM ET","Det","Dwayne","Washington","Ind",0,0,0,0,0
"WR","Demarcus Robinson (7147605)","Demarcus Robinson",7147605,3000,"SD@KC 01:00PM ET","KC","Demarcus","Robinson","SD",0,0,0,0,0
"RB","Wendell Smallwood (7147320)","Wendell Smallwood",7147320,3000,"Cle@Phi 01:00PM ET","Phi","Wendell","Smallwood","Cle",0,1.6,3.05,1.6,0
"WR","Jalin Marshall (7147558)","Jalin Marshall",7147558,3000,"Cin@NYJ 01:00PM ET","NYJ","Jalin","Marshall","Cin",0,0,0,0,0
"WR","Lucky Whitehead (7147724)","Lucky Whitehead",7147724,3000,"NYG@Dal 04:25PM ET","Dal","Lucky","Whitehead","NYG",0,0,0,0,0
"WR","Adam Thielen (7147510)","Adam Thielen",7147510,3000,"Min@Ten 01:00PM ET","Min","Adam","Thielen","Ten",0,0,0,1.46594733091233,0
"RB","Khiry Robinson (7147337)","Khiry Robinson",7147337,3000,"Cin@NYJ 01:00PM ET","NYJ","Khiry","Robinson","Cin",0,2.2,0,2.2,0
"WR","Rashard Higgins (7147535)","Rashard Higgins",7147535,3000,"Cle@Phi 01:00PM ET","Cle","Rashard","Higgins","Phi",0,3.8,0,3.8,0
"RB","Peyton Barber (7147290)","Peyton Barber",7147290,3000,"TB@Atl 01:00PM ET","TB","Peyton","Barber","Atl",0,0,0,0,0
"WR","Mario Alford (7147560)","Mario Alford",7147560,3000,"Cin@NYJ 01:00PM ET","Cin","Mario","Alford","NYJ",0,0,0,0,0
"WR","Johnny Holton (7147583)","Johnny Holton",7147583,3000,"Oak@NO 01:00PM ET","Oak","Johnny","Holton","NO",0,0,0,0,0
"WR","Vince Mayle (7147725)","Vince Mayle",7147725,3000,"NYG@Dal 04:25PM ET","Dal","Vince","Mayle","NYG",0,0,0,0,0
"WR","Taylor Gabriel (7147536)","Taylor Gabriel",7147536,3000,"Cle@Phi 01:00PM ET","Cle","Taylor","Gabriel","Phi",0,0,0,0.620196263025711,0
"WR","Jace Billingsley (7147750)","Jace Billingsley",7147750,3000,"Det@Ind 04:25PM ET","Det","Jace","Billingsley","Ind",0,0,0,0,0
"WR","Kieran Duncan (7147656)","Kieran Duncan",7147656,3000,"Chi@Hou 01:00PM ET","Chi","Kieran","Duncan","Hou",0,0,0,0,0
"WR","Jake Lampman (7147584)","Jake Lampman",7147584,3000,"Oak@NO 01:00PM ET","NO","Jake","Lampman","Oak",0,0,0,0,0
"WR","Corey Washington (7147491)","Corey Washington",7147491,3000,"TB@Atl 01:00PM ET","Atl","Corey","Washington","TB",0,0,0,0,0
"WR","Torrence Allen (7147606)","Torrence Allen",7147606,3000,"SD@KC 01:00PM ET","SD","Torrence","Allen","KC",0,0,0,0,0
"WR","Geronimo Allison (7147680)","Geronimo Allison",7147680,3000,"GB@Jax 01:00PM ET","GB","Geronimo","Allison","Jax",0,0,0,0,0
"WR","Roger Lewis (7147726)","Roger Lewis",7147726,3000,"NYG@Dal 04:25PM ET","NYG","Roger","Lewis","Dal",0,0,0,0,0
"WR","Tyreek Hill (7147607)","Tyreek Hill",7147607,3000,"SD@KC 01:00PM ET","KC","Tyreek","Hill","SD",0,0,0,1.82252667015629,0
"WR","Antwane Grant (7147561)","Antwane Grant",7147561,3000,"Cin@NYJ 01:00PM ET","Cin","Antwane","Grant","NYJ",0,0,0,0,0
"WR","Seantavius Jones (7147608)","Seantavius Jones",7147608,3000,"SD@KC 01:00PM ET","KC","Seantavius","Jones","SD",0,0,0,0,0
"WR","Hunter Sharp (7147537)","Hunter Sharp",7147537,3000,"Cle@Phi 01:00PM ET","Phi","Hunter","Sharp","Cle",0,0,0,0,0
"WR","Harvey Binford (7147681)","Harvey Binford",7147681,3000,"GB@Jax 01:00PM ET","GB","Harvey","Binford","Jax",0,0,0,0,0
