"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
310,202,3500,0,0,"Eugenio Suarez","CIN",NA,"3B",5,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,203,4400,0,0,"Gregory Polanco","PIT",NA,"OF",4,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,204,3600,0,0,"Brad Miller","TB",NA,"2B",4,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,205,3600,0,0,"Scott Schebler","CIN",NA,"OF",6,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,206,4600,0,0,"Giancarlo Stanton","MIA",NA,"OF",4,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,207,2400,0,0,"Drew Robinson","TEX",NA,"2B/OF",1,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,208,3700,0,0,"Jose Peraza","CIN",NA,"2B/SS",2,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,209,3300,0,0,"Ezequiel Carrera","TOR",NA,"OF",8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,210,2700,0,0,"Philip Gosselin","PIT",NA,"2B",8,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,211,3400,0,0,"Danny Valencia","SEA",NA,"1B",6,0,0,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,212,3700,0,0,"Logan Forsythe","LAD",NA,"2B/3B",5,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,213,2800,0,0,"Jace Peterson","ATL",NA,"2B/OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,214,2300,0,0,"Luis Sardinas","BAL",NA,"SS/3B",8,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,215,4800,0,0,"Jose Altuve","HOU",NA,"2B",3,0,0,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,216,2700,0,0,"Jed Lowrie","OAK",NA,"2B",2,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,217,3900,0,0,"Mike Napoli","TEX",NA,"1B",4,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,218,3500,0,0,"Michael Conforto","NYM",NA,"OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,219,2900,0,0,"Manny Pina","MIL",NA,"C",7,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,220,3100,0,0,"Jordy Mercer","PIT",NA,"SS",1,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,221,2900,0,0,"Mark Canha","OAK",NA,"OF",1,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,222,2400,0,0,"Ty Kelly","PHI",NA,"2B/OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,223,3400,0,0,"Aaron Judge","NYY",NA,"OF",8,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,224,3900,0,0,"Jose Reyes","NYM",NA,"SS/3B",1,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,225,4900,0,0,"Carlos Gonzalez","COL",NA,"OF",3,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,226,4000,0,0,"Steve Pearce","TOR",NA,"OF",7,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,227,3300,0,0,"Mitch Moreland","BOS",NA,"1B",5,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,228,3600,0,0,"Neil Walker","NYM",NA,"2B",5,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,229,3200,0,0,"Yangervis Solarte","SD",NA,"2B",3,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,230,2700,0,0,"Michael Martinez","TB",NA,"2B/3B",8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,231,2700,0,0,"Ichiro Suzuki","MIA",NA,"OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,232,3800,0,0,"Curtis Granderson","NYM",NA,"OF",4,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,233,5000,0,0,"Trea Turner","WAS",NA,"SS",1,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,234,3200,0,0,"Starlin Castro","NYY",NA,"2B",6,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,235,3300,0,0,"Ryon Healy","OAK",NA,"1B/3B",3,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,236,3600,0,0,"Freddy Galvis","PHI",NA,"SS",8,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,237,3100,0,0,"Greg Bird","NYY",NA,"1B",3,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,238,4400,0,0,"Mark Trumbo","BAL",NA,"OF",4,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,239,4600,0,0,"Troy Tulowitzki","TOR",NA,"SS",5,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,240,3000,0,0,"Austin Jackson","CLE",NA,"OF",7,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,241,3200,0,0,"Josh Bell","PIT",NA,"1B",8,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,242,2700,0,0,"Jacob Marisnick","HOU",NA,"OF",9,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,243,3100,0,0,"J.J. Hardy","BAL",NA,"SS",9,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,244,3300,0,0,"Jarrett Parker","SF",NA,"OF",7,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,245,3400,0,0,"Chase Utley","LAD",NA,"1B/2B",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,246,2700,0,0,"Ryan Goins","TOR",NA,"2B/SS",4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,247,4100,0,0,"Tommy Joseph","PHI",NA,"1B",5,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,248,3900,0,0,"Michael Saunders","PHI",NA,"OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,249,4800,0,0,"Michael Brantley","CLE",NA,"OF",3,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,250,3000,0,0,"Joey Rickard","BAL",NA,"OF",1,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,251,3600,0,0,"Scooter Gennett","CIN",NA,"2B/OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,252,2400,0,0,"Ronald Torreyes","NYY",NA,"SS/3B",9,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,253,3000,0,0,"John Jaso","PIT",NA,"1B/OF",8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,254,2200,0,0,"Miguel Rojas","MIA",NA,"SS/3B",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,255,2900,0,0,"Tim Beckham","TB",NA,"SS",7,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,256,3600,0,0,"Cesar Hernandez","PHI",NA,"2B",1,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,257,4500,0,0,"Andrew McCutchen","PIT",NA,"OF",3,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,258,3600,0,0,"Rajai Davis","OAK",NA,"OF",9,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,259,3300,0,0,"Ryan Schimpf","SD",NA,"3B",5,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,260,3100,0,0,"Yan Gomes","CLE",NA,"C",8,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,261,2700,0,0,"Tyler Flowers","ATL",NA,"C",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,262,2800,0,0,"Cristhian Adames","COL",NA,"2B/SS",6,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,263,3000,0,0,"Raul Mondesi","KC",NA,"2B",9,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,264,2600,0,0,"Chris Marrero","SF",NA,"OF",9,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,265,3500,0,0,"Delino DeShields","TEX",NA,"OF",1,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,109,4000,-0.375,-0.15,"Enny Romero","WAS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,3,0,1
375,110,4300,-1.04651162790698,-0.45,"James Pazos","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,2,0,0
376,111,4100,-1.46341463414634,-0.6,"Xavier Cedeno","TB",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
377,112,5900,-1.52542372881356,-0.9,"Taylor Jungmann","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,1,2,1,1
378,113,4000,-2.625,-1.05,"Cory Gearrin","SF",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,1,2,0
379,114,4900,-3.77551020408163,-1.85,"Rafael Montero","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1.66666666666667,0,0,2,3,3,0
380,115,4200,-8.69047619047619,-3.65,"Hansel Robles","NYM",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,1,2,1,1
381,116,4100,-9.26829268292683,-3.8,"Jandel Gustave","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,0
382,117,4300,-10.3488372093023,-4.45,"Matt Strahm","KC",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,2,1,1,0
383,118,7100,-6.90140845070423,-4.9,"Nathan Karns","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.666666666666667,0,0,4,2,2,0
384,119,4000,-12.625,-5.05,"J.J. Hoover","ARI",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,2,3,0,0
385,120,4300,-12.093023255814,-5.2,"Evan Scribner","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,2,0,0
386,121,4800,-13.125,-6.3,"Chase DeJong","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,3,2,1,0
387,122,4000,-17.625,-7.05,"Antonio Bastardo","PIT",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,3,1,2,0
388,123,6600,-11.0606060606061,-7.3,"Dan Straily","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.33333333333333,0,0,5,6,2,0
389,124,4000,-30.625,-12.25,"Samuel Dyson","SF",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,5,3,2,0
