Player Name,Likes,Inj,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Yonder Alonso,,,1B,2800,OAK,LAA,,Nolasco,0.337,4%,R,L,0.313,2%,0.127,8,8,8,0,-3%,-2%,0%,0,0,0,0,0,6.2,2.2,0,0
Roberto Perez,,,C,2800,CLE,@TEX,,Darvish,0.278,-9%,R,R,0.297,-1%,0.137,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tucker Barnhart,3,,C,2700,CIN,PHI,,Hellickson,0.326,1%,R,S,0.307,7%,0.11,11,8,8,0,0%,-2%,-2%,0,0,0,0,0,5.7,2.1,0,0
Jace Peterson,,,2B/3B,2700,ATL,@NYM,,Syndergaard,0.303,-4%,R,L,0.3,4%,0.106,9,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
James McCann,4,,C,2700,DET,@CWS,,TBA,,%,,R,,%,,,x,7,-,-1%,-7%,0%,0,0,0,0,0,0,0,0,0
Travis Jankowski,,,OF,2700,SD,@LAD,,Kershaw,0.207,-25%,L,L,0.203,-12%,0.048,-27,9,1,0,-5%,-1%,0%,0,0,0,0,0,4.2,1.6,0,0
Jett Bandy,2,,C,2700,MIL,COL,,Gray,0.331,2%,R,R,0.286,-3%,0.133,-5,7,8,0,-1%,-10%,-2%,0,0,0,0,0,5.3,2,0,0
Eduardo Escobar,,,SS,2700,MIN,KC,,Duffy,0.323,1%,L,S,0.319,4%,0.169,19,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Leury Garcia,,,2B/SS,2700,CWS,DET,,TBA,,%,,S,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Christian Vazquez,,,C,2700,BOS,PIT,,Cole,0.287,-7%,R,R,0.258,-5%,0.069,-15,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ichiro Suzuki,,,OF,2700,MIA,@WAS,,Strasburg,0.276,-10%,R,L,0.272,-7%,0.054,-20,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Wilmer Difo,,,2B/SS,2700,WAS,MIA,,Volquez,0.333,3%,R,S,0.307,1%,0.043,-2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Terrance Gore,,,OF,2700,KC,@MIN,,Santana,0.297,-5%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Josh Rutledge,,,2B/3B,2700,BOS,PIT,,Cole,0.287,-7%,R,R,0.3,-1%,0.115,0,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ryan Flaherty,,,3B/SS,2700,BAL,TOR,,Estrada,0.284,-8%,R,L,0.282,1%,0.134,-2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tomas Telis,,,C,2700,MIA,@WAS,,Strasburg,0.276,-10%,R,S,0.235,-3%,0.05,-8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Cristhian Adames,,,2B/SS,2700,COL,@MIL,,Guerra,0.274,-8%,R,S,0.253,-4%,0.066,-13,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
JaCoby Jones,1,,3B/SS,2700,DET,@CWS,,TBA,,%,,R,,%,,,x,8,-,-1%,-7%,0%,0,0,0,0,0,0,0,0,0
Deven Marrero,,,3B,2700,BOS,PIT,,Cole,0.287,-7%,R,R,0.312,-1%,0.088,-1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Corey Ray,,,OF,2700,MIL,COL,,Gray,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jed Lowrie,,,2B,2700,OAK,LAA,,Nolasco,0.337,4%,R,S,0.294,-3%,0.105,-2,6,9,0,-3%,-2%,0%,0,0,0,0,0,5.9,2.2,0,0
Jake Marisnick,,,OF,2700,HOU,SEA,,Hernandez,0.287,-7%,R,R,0.258,-4%,0.09,-24,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Guillermo Heredia,,,OF,2700,SEA,@HOU,,Keuchel,0.297,-5%,L,R,0.293,2%,0.088,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Hanser Alberto,,,2B/SS,2700,TEX,CLE,,Kluber,0.25,-15%,R,R,0.221,-5%,0.05,-10,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
John Hicks,,,C,2600,DET,@CWS,,TBA,,%,,R,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tyler Flowers,,,C,2600,ATL,@NYM,,Syndergaard,0.256,-14%,R,R,0.303,0%,0.137,-1,8,8,0,-7%,-4%,3%,0,0,0,0,0,4.6,1.8,0,0
Gavin Cecchini,,,SS,2600,NYM,ATL,,Teheran,0.254,-14%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Adeiny Hechavarria,,,3B/SS,2600,MIA,@WAS,,Strasburg,0.301,-4%,R,R,0.271,-3%,0.077,-3,8,8,0,1%,-3%,0%,0,0,0,0,0,5,1.9,0,0
Tyler Collins,,,OF,2600,DET,@CWS,,TBA,,%,,L,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Christian Colon,,,2B/SS,2600,KC,@MIN,,Santana,0.297,-5%,R,R,0.285,-4%,0.07,-12,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Mikie Mahtook,1,,OF,2600,DET,@CWS,,TBA,,%,,R,,%,,,x,6,-,-1%,-7%,0%,0,0,0,0,0,0,0,0,0
Alexi Amarista,,,3B/SS,2600,COL,@MIL,,Guerra,0.274,-8%,R,L,0.263,4%,0.08,18,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Chris Heisey,,,OF,2600,WAS,MIA,,Volquez,0.311,-2%,R,R,0.303,0%,0.174,-4,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Juan Lagares,,,OF,2600,NYM,ATL,,Teheran,0.254,-14%,R,R,0.279,-5%,0.095,-14,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Enrique Hernandez,,,2B/OF,2600,LAD,SD,,Chacin,0.318,0%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Clint Robinson,,,1B/OF,2600,WAS,MIA,,Volquez,0.333,3%,R,L,0.312,-2%,0.143,11,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ryan Goins,,,2B/SS,2600,TOR,@BAL,,Gausman,0.298,-5%,R,L,0.273,4%,0.108,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Scott Van Slyke,,,OF,2600,LAD,SD,,Chacin,0.318,0%,R,R,0.29,-9%,0.121,-18,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Caleb Joseph,,,C,2600,BAL,TOR,,Estrada,0.304,-3%,R,R,0.274,1%,0.118,-8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Dixon Machado,,,2B/SS,2600,DET,@CWS,,TBA,,%,,R,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jake Smolinski,,,OF,2600,OAK,LAA,,Nolasco,0.346,6%,R,R,0.256,-11%,0.087,-26,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Shawn O'Malley,,,2B/SS,2600,SEA,@HOU,,Keuchel,0.297,-5%,L,S,0.293,2%,0.09,0,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jose Iglesias,3,,3B/SS,2500,DET,@CWS,,TBA,,%,,R,,%,,,x,9,-,0%,-6%,0%,0,0,0,0,0,0,0,0,0
Omar Narvaez,,,C,2500,CWS,DET,,TBA,,%,,L,,%,,,x,8,-,-2%,-6%,0%,0,0,0,0,0,0,0,0,0
Chase d'Arnaud,,,3B/SS,2500,ATL,@NYM,,Syndergaard,0.256,-14%,R,R,0.278,-3%,0.072,-13,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Pedro Severino,,,C,2500,WAS,MIA,,Volquez,0.311,-2%,R,R,0.417,1%,0.222,4,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
A.J. Ellis,,,C,2500,MIA,@WAS,,Strasburg,0.301,-4%,R,R,0.264,-9%,0.075,-27,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kevin Plawecki,,,C,2500,NYM,ATL,,Teheran,0.254,-14%,R,R,0.259,-2%,0.059,-21,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Matt Reynolds,,,SS,2500,NYM,ATL,,Teheran,0.254,-14%,R,R,0.247,-4%,0.129,0,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
John Ryan Murphy,,,C,2500,MIN,KC,,Duffy,0.323,1%,L,R,0.303,3%,0.136,11,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Yadiel Rivera,,,2B/3B,2500,MIL,COL,,Gray,0.331,2%,R,R,0.18,-6%,0.038,-6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Micah Johnson,,,2B,2500,ATL,@NYM,,Syndergaard,0.303,-4%,R,L,0.279,-1%,0.049,-7,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Max Moroff,,,SS,2500,PIT,@BOS,,Porcello,0.319,0%,R,S,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Carlos Ruiz,,,C,2500,SEA,@HOU,,Keuchel,0.297,-5%,L,R,0.366,14%,0.16,42,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Bruce Maxwell,,,C,2500,OAK,LAA,,Nolasco,0.337,4%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Daniel Robertson,,,OF,2500,CLE,@TEX,,Darvish,0.278,-9%,R,R,0.238,-7%,0.024,-19,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ryan LaMarre,,,OF,2500,LAA,@OAK,,Graveman,0.319,0%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Drew Robinson,,,2B/OF,2500,TEX,CLE,,Kluber,0.309,-2%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Raul Mondesi,2,,2B/SS,2400,KC,@MIN,,Santana,0.313,-2%,R,S,0.235,-2%,0.117,2,9,9,0,0%,-5%,0%,0,0,0,0,0,6,2.5,0,0
Carlos Sanchez,,,2B,2400,CWS,DET,,TBA,,%,,S,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Rio Ruiz,,,3B,2400,ATL,@NYM,,Syndergaard,0.303,-4%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jose Lobaton,,,C,2400,WAS,MIA,,Volquez,0.333,3%,R,S,0.285,4%,0.11,11,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Chris Stewart,,,C,2400,PIT,@BOS,,Porcello,0.304,-3%,R,R,0.267,-4%,0.049,5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Christian Bethancourt,,,C,2400,SD,@LAD,,Kershaw,0.231,-19%,L,R,0.271,4%,0.073,0,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ehire Adrianza,,,2B/SS,2400,MIN,KC,,Duffy,0.323,1%,L,S,0.274,1%,0.105,5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Austin Hedges,,,C,2400,SD,@LAD,,Kershaw,0.231,-19%,L,R,0.206,0%,0.122,7,6,7,0,-4%,-2%,0%,0,0,0,0,0,4.8,2,0,0
Travis Demeritte,,,2B/SS,2400,ATL,@NYM,,Syndergaard,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Luis Urias,,,2B,2400,SD,@LAD,,Kershaw,0.231,-19%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Matt Joyce,6,,OF,2400,OAK,LAA,,Nolasco,0.337,4%,R,L,0.329,4%,0.154,3,2,5,0,-3%,-2%,0%,0,0,0,0,0,7.6,3.2,0,0
Tuffy Gosewisch,,,C,2400,SEA,@HOU,,Keuchel,0.297,-5%,L,R,0.282,5%,0.121,10,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
David Fletcher,,,SS,2400,LAA,@OAK,,Graveman,0.319,0%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kyle Tucker,,,OF,2400,HOU,SEA,,Hernandez,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Stuart Turner,,,C,2300,CIN,PHI,,Hellickson,0.323,1%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Adam Rosales,,,2B/3B,2300,OAK,LAA,,Nolasco,0.346,6%,R,R,0.305,-3%,0.179,1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kurt Suzuki,,,C,2200,ATL,@NYM,,Syndergaard,0.256,-14%,R,R,0.291,-3%,0.095,-7,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Luis Sardinas,,,3B/SS,2200,SD,@LAD,,Kershaw,0.231,-19%,L,S,0.318,7%,0.152,26,x,8,-,-6%,-1%,0%,0,0,0,0,0,0,0,0,0
Rene Rivera,,,C,2200,NYM,ATL,,Teheran,0.254,-14%,R,R,0.256,-6%,0.12,-9,8,x,0,-4%,-4%,3%,0,0,0,0,0,0,0,0,0
Miguel Rojas,,,2B/SS,2200,MIA,@WAS,,Strasburg,0.301,-4%,R,R,0.273,4%,0.062,-7,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Nick Senzel,,,3B,2200,CIN,PHI,,Hellickson,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Martin Maldonado,1,,C,2200,LAA,@OAK,,Graveman,0.319,0%,R,R,0.269,-3%,0.102,-13,9,9,0,-1%,-2%,0%,0,0,0,0,0,5.2,2.4,0,0
Dan Vogelbach,,,1B,2200,SEA,@HOU,,Keuchel,0.262,-13%,L,L,,-7%,,-22,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kyle Lewis,,,OF,2200,SEA,@HOU,,Keuchel,,%,L,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Drew Butera,,,C,2100,KC,@MIN,,Santana,0.297,-5%,R,R,0.273,-1%,0.114,-3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andrew Romine,,,3B/SS,2100,DET,@CWS,,TBA,,%,,S,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Carlos Perez,,,C,2100,LAA,@OAK,,Graveman,0.319,0%,R,R,0.279,4%,0.123,14,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Zack Collins,,,C,2000,CWS,DET,,TBA,,%,,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Cliff Pennington,,,2B/SS,2000,LAA,@OAK,,Graveman,0.324,1%,R,S,0.281,2%,0.09,5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
