"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
101,718419843,"rsmit84 (3/16)",0,148.05,"P Chris Sale P James Paxton C Matt Wieters 1B Ryan Zimmerman 2B Daniel Murphy 3B Travis Shaw SS Trea Turner OF Yasmany Tomás OF Hunter Renfroe OF Bryce Harper",NA,"Ryon Healy","2.84%",0
101,718798784,"JDUB1010 (78/80)",0,148.05,"P Jacob deGrom P Danny Salazar C J.T. Realmuto 1B Justin Bour 2B Neil Walker 3B Eduardo Núñez SS Chris Owings OF Corey Dickerson OF Mike Trout OF Bryce Harper",NA,"Khris Davis","2.76%",5
101,718852666,"tinderella (63/100)",0,148.05,"P Jacob deGrom P Danny Salazar C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Travis Shaw SS Jonathan Villar OF Marcell Ozuna OF Christian Yelich OF Eric Thames",NA,"Jarrett Parker","2.70%",0
104,718461166,"tkoblow (59/150)",0,147.95,"P Jacob deGrom P Rich Hill C Buster Posey 1B Mike Napoli 2B Jed Lowrie 3B Jonathan Villar SS Francisco Lindor OF Joey Rickard OF Matt Joyce OF Chris Owings",NA,"Kendrys Morales","2.70%",3
105,718354831,"ChipotleAddict (111/150)",0,147.9,"P Chris Sale P Brandon Finnegan C Evan Gattis 1B Brandon Belt 2B Ryan Schimpf 3B Eduardo Núñez SS Brandon Crawford OF Charlie Blackmon OF Hunter Pence OF Adam Duvall",NA,"Kirk Nieuwenhuis","2.68%",0
106,718539358,"tinderella (16/100)",0,147.7,"P Chris Sale P Danny Salazar C J.T. Realmuto 1B Paul Goldschmidt 2B Logan Forsythe 3B Jake Lamb SS Chris Owings OF A.J. Pollock OF Andrew Toles OF Yasiel Puig",NA,"Carlos Correa","2.63%",6
107,718834761,"isupol (32/41)",0,147.6,"P Dylan Bundy P Rich Hill C J.T. Realmuto 1B Paul Goldschmidt 2B Brandon Drury 3B Derek Dietrich SS Chris Owings OF A.J. Pollock OF Giancarlo Stanton OF Christian Yelich",NA,"Cameron Rupp","2.57%",3
108,718506034,"jjwd (5/10)",0,147.55,"P Rich Hill P Tanner Roark C Buster Posey 1B Brandon Belt 2B Brandon Drury 3B Jake Lamb SS Chris Owings OF Hunter Pence OF Gorkys Hernández OF A.J. Pollock",NA,"Rougned Odor","2.54%",3
108,718739257,"Blomo3221 (3/3)",0,147.55,"P Charlie Morton P Rich Hill C Buster Posey 1B Brandon Belt 2B Howie Kendrick 3B Justin Turner SS Brandon Crawford OF George Springer OF Bryce Harper OF Eric Thames",NA,"Edwin Encarnación","2.45%",2
110,718148556,"FeistOfWinterveil (92/150)",0,147.45,"P Chris Sale P Garrett Richards C Mike Zunino 1B Eric Thames 2B Jean Segura 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF Jarrod Dyson OF Mitch Haniger",NA,"Hernán Pérez","2.43%",7
111,718720441,"caronnaguy27 (4/4)",0,147.4,"P Bartolo Colón P Jacob deGrom C Sandy León 1B Brandon Belt 2B José Altuve 3B Jonathan Villar SS Trea Turner OF Adam Jones OF Austin Jackson OF Eric Thames",NA,"Kevin Kiermaier","2.42%",3
111,718830483,"DollarBillW (130/150)",0,147.4,"P Tyler Chatwood P Jacob deGrom C Evan Gattis 1B Carlos Santana 2B José Altuve 3B José Ramírez SS Francisco Lindor OF Brandon Guyer OF Carlos Beltrán OF George Springer",NA,"Troy Tulowitzki","2.41%",0
113,718135250,"kennyle72 (2/5)",0,147.1,"P J.A. Happ P Chris Sale C Gary Sánchez 1B Buster Posey 2B Ryan Schimpf 3B Ryan Zimmerman SS Jonathan Villar OF Jackie Bradley Jr. OF Jay Bruce OF Wil Myers",NA,"Evan Longoria","2.39%",2
113,718768620,"vosy69er (3/3)",0,147.1,"P J.A. Happ P Chris Sale C Yasmani Grandal 1B Joey Votto 2B Dee Gordon 3B Eduardo Núñez SS Zack Cozart OF Nomar Mazara OF Yasiel Puig OF Adam Duvall",NA,"Evan Gattis","2.38%",14
115,717993284,"scott570",0,147.05,"P Chris Sale P James Paxton C Matt Wieters 1B Ryan Zimmerman 2B Robinson Canó 3B Manny Machado SS Francisco Lindor OF Rajai Davis OF Nick Markakis OF Giancarlo Stanton",NA,"Billy Hamilton","2.34%",7
115,718770595,"ahoythere (4/8)",0,147.05,"P Chris Sale P James Paxton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Ryan Zimmerman SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF Bryce Harper",NA,"Jacoby Ellsbury","2.33%",20
117,718025159,"youdacao (35/150)",0,146.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Brandon Belt 2B Jed Lowrie 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Chris Owings",NA,"Alex Bregman","2.28%",7
117,718324102,"mray6288 (137/150)",0,146.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Brandon Belt 2B Jed Lowrie 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Chris Owings",NA,"José Peraza","2.25%",0
117,718354834,"ChipotleAddict (114/150)",0,146.8,"P Chris Sale P Michael Pineda C J.T. Realmuto 1B Brandon Belt 2B Dee Gordon 3B Travis Shaw SS Eduardo Núñez OF Jarrett Parker OF Eric Thames OF Hernán Pérez",NA,"Mike Zunino","2.21%",5
117,718440635,"ehafner (7/150)",0,146.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Brandon Belt 2B Brandon Drury 3B Eduardo Núñez SS Chris Owings OF Hunter Pence OF Gorkys Hernández OF A.J. Pollock",NA,"Derek Dietrich","2.16%",4
121,718422179,"BeastPOP (4/9)",0,146.75,"P Michael Pineda P Tanner Roark C Yasmani Grandal 1B Brandon Belt 2B César Hernández 3B Daniel Murphy SS Francisco Lindor OF Billy Hamilton OF A.J. Pollock OF Bryce Harper",NA,"Chase Headley","2.15%",10
122,718830414,"DollarBillW (61/150)",0,146.55,"P Charlie Morton P Rich Hill C Evan Gattis 1B Carlos Santana 2B José Altuve 3B Alex Bregman SS Francisco Lindor OF Brandon Guyer OF Carlos Beltrán OF George Springer",NA,"Chris Davis","2.15%",14
123,718321015,"kidchristiansen",0,146.45,"P Alex Cobb P Jacob deGrom C J.T. Realmuto 1B Paul Goldschmidt 2B Tim Beckham 3B Ryan Zimmerman SS Trea Turner OF Corey Dickerson OF Yoenis Céspedes OF George Springer",NA,"Maikel Franco","2.13%",3
124,718078836,"scout326 (134/150)",0,146.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Chris Owings OF Hunter Pence OF Gorkys Hernández OF Eric Thames",NA,"Chris Young","2.11%",4
124,718440765,"ehafner (137/150)",0,146.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Chris Owings OF Hunter Pence OF Gorkys Hernández OF Eric Thames",NA,"Howie Kendrick","2.07%",2
126,718585759,"ThatGuy31",0,146.1,"P J.A. Happ P Chris Sale C Chris Iannetta 1B Paul Goldschmidt 2B Robinson Canó 3B Travis Shaw SS Chris Owings OF Nelson Cruz OF A.J. Pollock OF Yasmany Tomás",NA,"Joey Votto","2.07%",14
127,718078710,"scout326 (8/150)",0,146.05,"P Chris Sale P Jacob deGrom C Chris Iannetta 1B Eric Thames 2B Brandon Drury 3B Travis Shaw SS Chris Owings OF Kirk Nieuwenhuis OF A.J. Pollock OF Hernán Pérez",NA,"Tommy Joseph","2.07%",0
127,718401051,"mace76",0,146.05,"P Chris Sale P Jacob deGrom C Sandy León 1B Paul Goldschmidt 2B Jed Lowrie 3B Mark Reynolds SS Brandon Crawford OF Khris Davis OF Jay Bruce OF Hunter Renfroe",NA,"Ronald Torreyes","1.90%",0
127,718441840,"Assani (99/150)",0,146.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Jed Lowrie 3B Eduardo Núñez SS Brandon Crawford OF Corey Dickerson OF Jay Bruce OF Gorkys Hernández",NA,"Adam Duvall","1.88%",7
127,718550361,"thegodfava (1/7)",0,146.05,"P Dylan Bundy P Jacob deGrom C Buster Posey 1B Paul Goldschmidt 2B Brandon Drury 3B Ryon Healy SS Chris Owings OF Mike Trout OF A.J. Pollock OF Yasmany Tomás",NA,"César Hernández","1.88%",0
131,718001973,"windchimesRrude (119/150)",0,146,"P Jacob deGrom P Charlie Morton C J.T. Realmuto 1B Paul Goldschmidt 2B Dee Gordon 3B Daniel Murphy SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Giancarlo Stanton",NA,"Sandy León","1.85%",26
131,718078828,"scout326 (126/150)",0,146,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Brandon Drury 3B Jake Lamb SS Chris Owings OF A.J. Pollock OF Bryce Harper OF Eric Thames",NA,"Travis d'Arnaud","1.85%",3
131,718111130,"natsfankw (2/2)",0,146,"P Jacob deGrom P Charlie Morton C Matt Wieters 1B Eric Thames 2B Daniel Murphy 3B Travis Shaw SS Jonathan Villar OF Gerardo Parra OF Bryce Harper OF Adam Eaton",NA,"Manny Piña","1.83%",0
131,718354727,"ChipotleAddict (7/150)",0,146,"P Michael Pineda P Brandon Finnegan C Matt Wieters 1B Eric Thames 2B Daniel Murphy 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF Bryce Harper OF Trea Turner",NA,"Kole Calhoun","1.82%",11
131,718354828,"ChipotleAddict (108/150)",0,146,"P Michael Pineda P Brandon Finnegan C Evan Gattis 1B Paul Goldschmidt 2B Dee Gordon 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF Charlie Blackmon OF Eric Thames",NA,"Russell Martin","1.82%",2
131,718677539,"cjbeast1 (1/5)",0,146,"P Jacob deGrom P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Manny Machado SS Francisco Lindor OF Jay Bruce OF A.J. Pollock OF Yasmany Tomás",NA,"Taijuan Walker","1.80%",18.7
131,718688448,"cjbeast1 (2/5)",0,146,"P Jacob deGrom P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Manny Machado SS Francisco Lindor OF Jay Bruce OF A.J. Pollock OF Yasmany Tomás",NA,"Trey Mancini","1.79%",0
131,718865184,"cjbeast1 (3/5)",0,146,"P Jacob deGrom P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Manny Machado SS Francisco Lindor OF Jay Bruce OF A.J. Pollock OF Yasmany Tomás",NA,"Mitch Moreland","1.74%",0
131,718866388,"cjbeast1 (4/5)",0,146,"P Jacob deGrom P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Manny Machado SS Francisco Lindor OF Jay Bruce OF A.J. Pollock OF Yasmany Tomás",NA,"Jonathan Schoop","1.70%",5
131,718866407,"cjbeast1 (5/5)",0,146,"P Jacob deGrom P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Manny Machado SS Francisco Lindor OF Jay Bruce OF A.J. Pollock OF Yasmany Tomás",NA,"Dylan Bundy","1.62%",31.35
141,718106923,"bucky787878",0,145.95,"P Rich Hill P Dan Straily C J.T. Realmuto 1B Brandon Belt 2B Dee Gordon 3B Evan Longoria SS Eduardo Núñez OF George Springer OF Hunter Pence OF A.J. Pollock",NA,"Martín Maldonado","1.61%",5
142,718259508,"bbqribbies",0,145.9,"P Chris Sale P Brandon Finnegan C Matt Wieters 1B Adrián González 2B Dee Gordon 3B Daniel Murphy SS José Reyes OF Jackie Bradley Jr. OF Yasiel Puig OF Mark Trumbo",NA,"Brandon Finnegan","1.59%",36.55
142,718354804,"ChipotleAddict (84/150)",0,145.9,"P Chris Sale P Brandon Finnegan C Matt Wieters 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Brandon Crawford OF Jarrett Parker OF Adam Eaton OF Trea Turner",NA,"Nomar Mazara","1.59%",24
142,718354854,"ChipotleAddict (134/150)",0,145.9,"P Chris Sale P Brandon Finnegan C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trevor Story OF Kevin Kiermaier OF Hunter Pence OF Jarrett Parker",NA,"Jonathan Lucroy","1.58%",5
145,718432044,"rayofhope (86/125)",0,145.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Chris Owings OF Matt Joyce OF Hunter Pence OF A.J. Pollock",NA,"Jarrod Dyson","1.53%",8
146,718937464,"mattb17 (3/7)",0,145.65,"P Chris Sale P Tanner Roark C Kurt Suzuki 1B Paul Goldschmidt 2B Brandon Drury 3B Travis Shaw SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Hanley Ramírez",NA,"Danny Espinosa","1.52%",9
147,718322876,"nawmsayin (13/51)",0,145.6,"P Danny Salazar P Rich Hill C Buster Posey 1B Brandon Belt 2B Brandon Drury 3B Jake Lamb SS Brandon Crawford OF A.J. Pollock OF Yasmany Tomás OF Chris Owings",NA,"Albert Pujols","1.51%",5
147,718405437,"y0st22 (4/8)",0,145.6,"P Chris Sale P Rich Hill C Chris Iannetta 1B Eric Thames 2B Brandon Drury 3B Eduardo Núñez SS Chris Owings OF Matt Joyce OF A.J. Pollock OF Yasmany Tomás",NA,"Freddie Freeman","1.39%",2
149,718341513,"kemble12",0,145.45,"P J.A. Happ P Jacob deGrom C Gary Sánchez 1B Eric Thames 2B José Altuve 3B Maikel Franco SS Chris Owings OF Corey Dickerson OF George Springer OF Howie Kendrick",NA,"Jerad Eickhoff","1.38%",19.4
149,718862933,"marcomichael (1/5)",0,145.45,"P Chris Sale P Garrett Richards C Sandy León 1B Brandon Belt 2B Dustin Pedroia 3B Xander Bogaerts SS Jonathan Villar OF Andrew Benintendi OF Jarrod Dyson OF A.J. Pollock",NA,"Mike Napoli","1.30%",0
151,718261793,"Zeechamp (8/20)",0,145.1,"P J.A. Happ P Danny Salazar C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Brandon Crawford OF Mike Trout OF Hunter Pence OF Bryce Harper",NA,"Carlos Beltrán","1.28%",6
151,718317485,"lamont1982 (1/2)",0,145.1,"P J.A. Happ P Chris Sale C Tony Wolters 1B Travis Shaw 2B Daniel Murphy 3B Mark Reynolds SS Trevor Story OF Corey Dickerson OF A.J. Pollock OF Bryce Harper",NA,"Jordy Mercer","1.26%",0
153,717963667,"cj_smo",0,145.05,"P Chris Sale P Bartolo Colón C Sandy León 1B Paul Goldschmidt 2B Brandon Phillips 3B Alex Bregman SS Jonathan Villar OF Carlos Beltrán OF A.J. Pollock OF Hanley Ramírez",NA,"Marcell Ozuna","1.26%",10
153,718004703,"CJK11 (1/5)",0,145.05,"P Dylan Bundy P Jacob deGrom C Matt Wieters 1B Edwin Encarnación 2B Logan Forsythe 3B José Ramírez SS Francisco Lindor OF Adam Jones OF Brandon Guyer OF Giancarlo Stanton",NA,"Jayson Werth","1.24%",6
153,718148496,"FeistOfWinterveil (32/150)",0,145.05,"P Jacob deGrom P Danny Salazar C Mike Zunino 1B Paul Goldschmidt 2B Jean Segura 3B Jake Lamb SS Chris Owings OF Jarrod Dyson OF Mitch Haniger OF A.J. Pollock",NA,"Joey Gallo","1.23%",4
153,718559834,"thegodfava (4/7)",0,145.05,"P Dylan Bundy P Jacob deGrom C Buster Posey 1B Paul Goldschmidt 2B Brandon Drury 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Yasmany Tomás",NA,"Jackie Bradley Jr.","1.22%",15
153,718799532,"bab329 (3/5)",0,145.05,"P Chris Sale P James Paxton C Buster Posey 1B Brandon Belt 2B Joe Panik 3B Kyle Seager SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Yasmany Tomás",NA,"Mitch Haniger","1.20%",11
153,718947617,"MookNGradyzFranchiZe (3/3)",0,145.05,"P Chris Sale P James Paxton C Buster Posey 1B Brandon Belt 2B Logan Forsythe 3B Justin Turner SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Yasmany Tomás",NA,"Logan Morrison","1.16%",8
159,718261081,"ARaven52 (4/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Eugenio Suárez","1.16%",0
159,718373584,"ARaven52 (7/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Jameson Taillon","1.09%",22.95
159,718373617,"ARaven52 (14/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Aaron Judge","1.08%",0
159,718373625,"ARaven52 (21/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Hunter Renfroe","1.07%",14
159,718373651,"ARaven52 (28/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Roberto Pérez","1.07%",5
159,718373664,"ARaven52 (35/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Tim Beckham","1.05%",0
159,718373681,"ARaven52 (42/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Carlos Santana","1.04%",11
159,718373699,"ARaven52 (49/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Shin-soo Choo","1.04%",8
159,718373710,"ARaven52 (56/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Steve Pearce","1.00%",0
159,718373734,"ARaven52 (63/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Alex Cobb","0.98%",19.75
159,718373746,"ARaven52 (70/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Odúbel Herrera","0.97%",8
159,718373759,"ARaven52 (77/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Starling Marte","0.96%",3
159,718373796,"ARaven52 (84/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Carlos Gómez","0.94%",4
159,718380976,"ARaven52 (86/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Delino DeShields","0.94%",0
159,718380995,"ARaven52 (93/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Yandy Díaz","0.93%",10
159,718381020,"ARaven52 (100/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Wil Myers","0.92%",8
159,718381033,"ARaven52 (107/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Danny Valencia","0.90%",0
159,718381059,"ARaven52 (114/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Derek Norris","0.89%",14
159,718381076,"ARaven52 (121/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Dansby Swanson","0.88%",3
159,718381100,"ARaven52 (128/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Pablo Sandoval","0.88%",4
159,718381134,"ARaven52 (135/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Yasiel Puig","0.86%",17
159,718381147,"ARaven52 (142/150)",0,145,"P Jacob deGrom P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Francisco Lindor OF A.J. Pollock OF Yasmany Tomás OF José Ramírez",NA,"Andrew McCutchen","0.85%",0
181,718851833,"bw5126 (144/150)",0,144.9,"P Danny Salazar P Brandon Finnegan C Gary Sánchez 1B Greg Bird 2B Rougned Odor 3B Nolan Arenado SS Francisco Lindor OF Mike Trout OF Ryan Braun OF A.J. Pollock",NA,"Trevor Cahill","0.80%",17.35
182,718930463,"gulfgator19",0,144.8,"P Chris Sale P Michael Pineda C Stephen Vogt 1B Brandon Belt 2B Logan Forsythe 3B Justin Turner SS Brandon Crawford OF Adam Jones OF Matt Kemp OF Nomar Mazara",NA,"Yuli Gurriel","0.79%",5
183,718105334,"thefantasyman (2/3)",0,144.65,"P Chris Sale P Charlie Morton C Gary Sánchez 1B Paul Goldschmidt 2B Brandon Drury 3B Justin Turner SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Eric Thames",NA,"J.J. Hardy","0.75%",0
183,718595822,"swint (1/2)",0,144.65,"P Chris Sale P Tanner Roark C Evan Gattis 1B Adrián González 2B Rougned Odor 3B Alex Bregman SS Chris Owings OF Carlos Beltrán OF George Springer OF Manuel Margot",NA,"Rajai Davis","0.75%",0
185,718595865,"HeebyJeeby3 (10/25)",0,144.45,"P J.A. Happ P Jacob deGrom C Travis d'Arnaud 1B Paul Goldschmidt 2B Derek Dietrich 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF A.J. Pollock OF Eric Thames",NA,"Yangervis Solarte","0.72%",0
186,718648916,"Giebs",0,144.35,"P Garrett Richards P Rich Hill C Buster Posey 1B Adrián González 2B Daniel Murphy 3B Ryan Zimmerman SS Chris Owings OF Yoenis Céspedes OF A.J. Pollock OF Adam Eaton",NA,"Austin Hedges","0.71%",2
187,718345906,"ogi14us (8/13)",0,144.1,"P J.A. Happ P Chris Sale C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Brandon Crawford OF Kole Calhoun OF Hunter Pence OF Joc Pederson",NA,"Manuel Margot","0.69%",2
188,718441360,"Assani (78/150)",0,144.05,"P Chris Sale P Jacob deGrom C J.T. Realmuto 1B Brandon Belt 2B Brandon Drury 3B Eduardo Núñez SS Brandon Crawford OF Corey Dickerson OF Gorkys Hernández OF Jarrett Parker",NA,"Bartolo Colón","0.66%",21.7
189,718001938,"windchimesRrude (84/150)",0,144,"P Jacob deGrom P Charlie Morton C Roberto Pérez 1B Edwin Encarnación 2B Dee Gordon 3B Jonathan Villar SS Francisco Lindor OF Brandon Guyer OF Bryce Harper OF José Ramírez",NA,"Kurt Suzuki","0.65%",5
190,718733809,"terribad (1/4)",0,143.95,"P James Paxton P Rich Hill C Buster Posey 1B Brandon Belt 2B Brandon Drury 3B Nolan Arenado SS Chris Owings OF Gerardo Parra OF A.J. Pollock OF Yasmany Tomás",NA,"Marcus Semien","0.64%",3
