"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
6990,718432079,"rayofhope (121/125)",0,88.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Eric Thames 2B Dee Gordon 3B Manny Machado SS Jordy Mercer OF Matt Joyce OF Andrew Toles OF Bryce Harper",NA,"","",NA
6990,718433098,"juanshen (59/150)",0,88.7,"P Chris Sale P Danny Salazar C Gary Sánchez 1B Greg Bird 2B Joe Panik 3B Ronald Torreyes SS Eduardo Núñez OF Jacoby Ellsbury OF Gorkys Hernández OF Matt Holliday",NA,"","",NA
6990,718446852,"alexmartin11 (136/150)",0,88.7,"P Chris Sale P Danny Salazar C Gary Sánchez 1B Adrián González 2B Logan Forsythe 3B Justin Turner SS Corey Seager OF Brett Gardner OF Andrew Toles OF Matt Holliday",NA,"","",NA
6990,718461155,"tkoblow (48/150)",0,88.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Brandon Belt 2B Devon Travis 3B Jonathan Villar SS Corey Seager OF Matt Joyce OF Delino DeShields OF Gorkys Hernández",NA,"","",NA
6990,718593171,"fwilliams724",0,88.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Mark Reynolds 2B Dee Gordon 3B Adeiny Hechavarria SS Ronald Torreyes OF Bryce Harper OF Christian Yelich OF Adam Eaton",NA,"","",NA
6990,718606289,"SoccerMan89 (2/21)",0,88.7,"P Cole Hamels P Jerad Eickhoff C Buster Posey 1B Paul Goldschmidt 2B Howie Kendrick 3B Maikel Franco SS Brandon Crawford OF A.J. Pollock OF Giancarlo Stanton OF Odúbel Herrera",NA,"","",NA
6990,718675982,"CUTboy11 (6/10)",0,88.7,"P Michael Pineda P Rich Hill C Evan Gattis 1B Freddie Freeman 2B Robinson Canó 3B Manny Machado SS Dansby Swanson OF Nick Markakis OF Matt Kemp OF Ender Inciarte",NA,"","",NA
6990,718751775,"judgehannibal",0,88.7,"P Jacob deGrom P Matt Moore C Mike Zunino 1B Adrián González 2B José Altuve 3B Jonathan Villar SS Trea Turner OF Andrew Benintendi OF Corey Dickerson OF Joc Pederson",NA,"","",NA
6990,718839073,"Drolson22 (75/81)",0,88.7,"P Michael Pineda P Rich Hill C Yasmani Grandal 1B Adrián González 2B Logan Forsythe 3B Justin Turner SS Corey Seager OF Nomar Mazara OF Jarrett Parker OF Jayson Werth",NA,"","",NA
6990,718839099,"Stonesalltheway (4/20)",0,88.7,"P Michael Pineda P Rich Hill C Yasmani Grandal 1B Brandon Belt 2B Logan Forsythe 3B Justin Turner SS Corey Seager OF Hunter Pence OF Gorkys Hernández OF Andrew Toles",NA,"","",NA
6990,718851777,"bw5126 (88/150)",0,88.7,"P Michael Pineda P Rich Hill C Martín Maldonado 1B Eric Thames 2B Daniel Murphy 3B José Reyes SS Asdrúbal Cabrera OF Curtis Granderson OF Jay Bruce OF Yoenis Céspedes",NA,"","",NA
6990,718896637,"dab4me (2/9)",0,88.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Joe Panik 3B Mark Reynolds SS Brandon Crawford OF Carlos González OF Gerardo Parra OF Gorkys Hernández",NA,"","",NA
7014,717973434,"boomersooner",0,88.65,"P Chris Sale P Charlie Morton C J.T. Realmuto 1B Greg Bird 2B José Altuve 3B Josh Donaldson SS Dansby Swanson OF Corey Dickerson OF Carlos González OF Trea Turner",NA,"","",NA
7014,718416651,"blackout8 (7/60)",0,88.65,"P Chris Sale P Charlie Morton C Russell Martin 1B Kendrys Morales 2B Steve Pearce 3B Travis Shaw SS Jonathan Villar OF José Bautista OF Kevin Pillar OF Andrew Toles",NA,"","",NA
7014,718458591,"Katymon (2/2)",0,88.65,"P Chris Sale P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Steve Pearce 3B DJ LeMahieu SS Asdrúbal Cabrera OF Steven Souza Jr. OF Carlos González OF Chris Owings",NA,"","",NA
7014,718521262,"Geoffmoney",0,88.65,"P Garrett Richards P Brandon Finnegan C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Nolan Arenado SS José Peraza OF Andrew Benintendi OF Carlos González OF Ryan Braun",NA,"","",NA
7014,718663613,"BamCatfish23",0,88.65,"P Chris Sale P Charlie Morton C Gary Sánchez 1B Greg Bird 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF Matt Joyce OF Carlos González OF Bryce Harper",NA,"","",NA
7014,718703505,"kglenn2986 (12/15)",0,88.65,"P Danny Salazar P Tanner Roark C Stephen Vogt 1B Freddie Freeman 2B Robinson Canó 3B Travis Shaw SS Brandon Crawford OF Charlie Blackmon OF Chris Davis OF Trea Turner",NA,"","",NA
7014,718750616,"Bravo3030",0,88.65,"P Danny Salazar P Charlie Morton C J.T. Realmuto 1B Chris Davis 2B Odúbel Herrera 3B Maikel Franco SS Corey Seager OF José Bautista OF Carlos González OF Mark Trumbo",NA,"","",NA
7014,718802354,"KlostheBoss (2/2)",0,88.65,"P Chris Sale P Cole Hamels C Stephen Vogt 1B Paul Goldschmidt 2B Brandon Drury 3B Manny Machado SS Brad Miller OF Joey Rickard OF Steven Souza Jr. OF Corey Dickerson",NA,"","",NA
7014,718837574,"Den625 (5/20)",0,88.65,"P Chris Sale P Charlie Morton C Gary Sánchez 1B Adrián González 2B César Hernández 3B Nolan Arenado SS Asdrúbal Cabrera OF Corey Dickerson OF Charlie Blackmon OF Carlos Beltrán",NA,"","",NA
7014,718922729,"goudsaab (3/3)",0,88.65,"P Chris Sale P Charlie Morton C Yasmani Grandal 1B Paul Goldschmidt 2B Logan Forsythe 3B Josh Donaldson SS Brandon Crawford OF A.J. Pollock OF Jarrett Parker OF Yasmany Tomás",NA,"","",NA
7014,718960175,"Papasfishin (42/42)",0,88.65,"P Jerad Eickhoff P Rich Hill C Cameron Rupp 1B Kendrys Morales 2B César Hernández 3B Maikel Franco SS Corey Seager OF Andrew Benintendi OF Abraham Almonte OF Chris Owings",NA,"","",NA
7025,718000063,"rikkidee (141/150)",0,88.6,"P Danny Salazar P Rich Hill C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Eugenio Suárez SS José Peraza OF Billy Hamilton OF Giancarlo Stanton OF Adam Duvall",NA,"","",NA
7025,718019856,"drafthero2015 (102/150)",0,88.6,"P Chris Sale P Rich Hill C Buster Posey 1B Ryon Healy 2B César Hernández 3B Trevor Plouffe SS Marcus Semien OF Matt Joyce OF Khris Davis OF A.J. Pollock",NA,"","",NA
7025,718135924,"suidmach (10/62)",0,88.6,"P Danny Salazar P Rich Hill C Gary Sánchez 1B Eric Thames 2B Derek Dietrich 3B Kyle Seager SS Jonathan Villar OF Carlos González OF Gorkys Hernández OF Jarrett Parker",NA,"","",NA
7025,718391217,"VicViP (5/19)",0,88.6,"P Charlie Morton P Tanner Roark C Buster Posey 1B Logan Morrison 2B José Altuve 3B Manny Machado SS Carlos Correa OF Kevin Kiermaier OF Mike Trout OF Bryce Harper",NA,"","",NA
7025,718461184,"tkoblow (77/150)",0,88.6,"P Chris Sale P Rich Hill C Gary Sánchez 1B Brandon Belt 2B Devon Travis 3B José Reyes SS Yunel Escobar OF Matt Joyce OF Gorkys Hernández OF Andrew Toles",NA,"","",NA
7025,718855314,"bsteinhause (2/3)",0,88.6,"P Charlie Morton P Tanner Roark C Gary Sánchez 1B Paul Goldschmidt 2B José Altuve 3B Nolan Arenado SS Corey Seager OF Andrew Benintendi OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
7025,718861666,"Savan1986 (24/42)",0,88.6,"P Cole Hamels P Tanner Roark C Chris Iannetta 1B Albert Pujols 2B Robinson Canó 3B Manny Machado SS Corey Seager OF Bryce Harper OF Matt Holliday OF Eric Thames",NA,"","",NA
7032,717938473,"ocdobv (87/150)",0,88.55,"P Charlie Morton P Rich Hill C J.T. Realmuto 1B Mark Trumbo 2B Jonathan Schoop 3B Manny Machado SS Jordy Mercer OF Adam Jones OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
7032,717987919,"isupol (4/41)",0,88.55,"P Charlie Morton P Rich Hill C Welington Castillo 1B Albert Pujols 2B Jonathan Schoop 3B Yunel Escobar SS Manny Machado OF Mike Trout OF Kole Calhoun OF Chris Davis",NA,"","",NA
7032,718006890,"Nikhil22m",0,88.55,"P Michael Pineda P Garrett Richards C Welington Castillo 1B Paul Goldschmidt 2B Starlin Castro 3B Daniel Murphy SS Trea Turner OF A.J. Pollock OF Yasmany Tomás OF Bryce Harper",NA,"","",NA
7032,718300851,"dustdevil167",0,88.55,"P Rich Hill P Tanner Roark C Buster Posey 1B Freddie Freeman 2B Joe Panik 3B Kyle Seager SS Jonathan Villar OF Joey Rickard OF Andrew Benintendi OF Jarrett Parker",NA,"","",NA
7032,718605316,"saintsfan207",0,88.55,"P Rich Hill P Tanner Roark C Gary Sánchez 1B Greg Bird 2B Robinson Canó 3B Eduardo Núñez SS Brandon Crawford OF Yoenis Céspedes OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
7032,718710908,"dahladino (66/150)",0,88.55,"P Rich Hill P Tanner Roark C Mike Zunino 1B Mark Trumbo 2B Robinson Canó 3B Jonathan Schoop SS J.J. Hardy OF Adam Jones OF Nelson Cruz OF Leonys Martin",NA,"","",NA
7032,718722214,"rvmpj10 (7/25)",0,88.55,"P Charlie Morton P Rich Hill C Yasmani Grandal 1B Paul Goldschmidt 2B Logan Forsythe 3B Justin Turner SS Corey Seager OF Yoenis Céspedes OF A.J. Pollock OF Joc Pederson",NA,"","",NA
7039,718593651,"rslade83 (3/5)",0,88.5,"P J.A. Happ P Jharel Cotton C Evan Gattis 1B Paul Goldschmidt 2B José Altuve 3B Ryon Healy SS Trea Turner OF Mike Trout OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
7040,718000003,"rikkidee (81/150)",0,88.45,"P Michael Pineda P Matt Moore C J.T. Realmuto 1B Ryan Zimmerman 2B Dee Gordon 3B Anthony Rendón SS Trea Turner OF Giancarlo Stanton OF Bryce Harper OF Christian Yelich",NA,"","",NA
7040,718003337,"reds114",0,88.45,"P J.A. Happ P Jacob deGrom C Matt Wieters 1B Adrián González 2B Logan Forsythe 3B Nolan Arenado SS Corey Seager OF Andrew McCutchen OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
7040,718208899,"danp01824",0,88.45,"P Alex Cobb P Jacob deGrom C Mike Zunino 1B Ryon Healy 2B Logan Forsythe 3B Nolan Arenado SS Corey Seager OF Carlos González OF Carlos Gómez OF Chris Owings",NA,"","",NA
7040,718329815,"dukedog71 (4/11)",0,88.45,"P Chris Sale P Garrett Richards C Martín Maldonado 1B Greg Bird 2B Daniel Murphy 3B Anthony Rendón SS Trea Turner OF Steven Souza Jr. OF Bryce Harper OF Adam Eaton",NA,"","",NA
7040,718383062,"fallfromgrace (28/150)",0,88.45,"P Michael Pineda P Matt Moore C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B DJ LeMahieu SS Brandon Crawford OF Jayson Werth OF Bryce Harper OF Trea Turner",NA,"","",NA
7040,718383126,"fallfromgrace (92/150)",0,88.45,"P Michael Pineda P Matt Moore C Buster Posey 1B Brandon Belt 2B DJ LeMahieu 3B Nolan Arenado SS Jonathan Villar OF Carlos González OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
7040,718432023,"rayofhope (65/125)",0,88.45,"P Michael Pineda P Matt Moore C Buster Posey 1B Justin Bour 2B Dee Gordon 3B Alex Bregman SS Manny Machado OF George Springer OF Bryce Harper OF Mark Trumbo",NA,"","",NA
7040,718516378,"samjeffcoat (1/2)",0,88.45,"P Jharel Cotton P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Logan Forsythe 3B Jake Lamb SS Chris Owings OF Carlos González OF Charlie Blackmon OF A.J. Pollock",NA,"","",NA
7040,718732266,"taintslayer",0,88.45,"P Alex Cobb P Jacob deGrom C Matt Wieters 1B Lucas Duda 2B Dee Gordon 3B Maikel Franco SS José Reyes OF Khris Davis OF Carlos González OF Carlos Beltrán",NA,"","",NA
7040,718761273,"lamont1982 (2/2)",0,88.45,"P Chris Sale P Garrett Richards C Matt Wieters 1B Trey Mancini 2B Anthony Rendón 3B Josh Donaldson SS Brad Miller OF Andrew Benintendi OF Jay Bruce OF Trea Turner",NA,"","",NA
7040,718833752,"CthulusWetDream",0,88.45,"P Michael Pineda P Matt Moore C Gary Sánchez 1B Eric Thames 2B DJ LeMahieu 3B Justin Turner SS Jonathan Villar OF Charlie Blackmon OF Hunter Pence OF Gorkys Hernández",NA,"","",NA
7051,718184194,"fantasyisreal23",0,88.4,"P Jacob deGrom P James Paxton C Buster Posey 1B Greg Bird 2B Starlin Castro 3B Nolan Arenado SS Trevor Story OF Charlie Blackmon OF A.J. Pollock OF Andrew Toles",NA,"","",NA
7051,718371086,"Wagszilla",0,88.4,"P Tyler Chatwood P Jacob deGrom C J.T. Realmuto 1B Adrián González 2B Starlin Castro 3B Nolan Arenado SS Trevor Story OF Gerardo Parra OF Yoenis Céspedes OF Trea Turner",NA,"","",NA
7051,718559798,"teammason7time",0,88.4,"P Tyler Chatwood P Jacob deGrom C Evan Gattis 1B Adam Duvall 2B Dee Gordon 3B Eugenio Suárez SS José Peraza OF Billy Hamilton OF Bryce Harper OF Trea Turner",NA,"","",NA
7051,718904972,"burkedav (2/4)",0,88.4,"P Tyler Chatwood P Taijuan Walker C J.T. Realmuto 1B Edwin Encarnación 2B Dee Gordon 3B Nolan Arenado SS Trevor Story OF Carlos González OF Charlie Blackmon OF Christian Yelich",NA,"","",NA
7055,718630579,"FUagainpayme (2/2)",0,88.35,"P Chris Sale P Matt Moore C J.T. Realmuto 1B Adrián González 2B César Hernández 3B José Reyes SS Asdrúbal Cabrera OF Curtis Granderson OF Yoenis Céspedes OF Bryce Harper",NA,"","",NA
7055,718674198,"gentlaw2 (4/9)",0,88.35,"P Chris Sale P Matt Moore C Gary Sánchez 1B Greg Bird 2B Neil Walker 3B Evan Longoria SS Jean Segura OF Corey Dickerson OF Yoenis Céspedes OF Nelson Cruz",NA,"","",NA
7055,718707806,"jersey002 (2/3)",0,88.35,"P Garrett Richards P Rich Hill C Gary Sánchez 1B Greg Bird 2B Starlin Castro 3B Manny Machado SS Trea Turner OF A.J. Pollock OF Matt Holliday OF Chris Owings",NA,"","",NA
7055,718791192,"JDUB1010 (11/80)",0,88.35,"P Garrett Richards P Rich Hill C Buster Posey 1B Brandon Belt 2B José Altuve 3B Mark Reynolds SS Yunel Escobar OF Carlos González OF Charlie Blackmon OF Gorkys Hernández",NA,"","",NA
7055,718851705,"bw5126 (16/150)",0,88.35,"P Garrett Richards P Rich Hill C Gary Sánchez 1B Joey Votto 2B José Altuve 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF Jarrett Parker",NA,"","",NA
7060,718425629,"blackout8 (56/60)",0,88.2,"P J.A. Happ P Michael Pineda C Yasmani Grandal 1B Adrián González 2B DJ LeMahieu 3B Justin Turner SS Corey Seager OF Carlos González OF Charlie Blackmon OF Yasiel Puig",NA,"","",NA
7061,717938483,"ocdobv (97/150)",0,88.15,"P Michael Pineda P Jacob deGrom C Stephen Vogt 1B Justin Bour 2B Dee Gordon 3B Danny Valencia SS Jean Segura OF Mitch Haniger OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
7061,718025192,"youdacao (68/150)",0,88.15,"P Michael Pineda P James Paxton C Tony Wolters 1B Brandon Belt 2B DJ LeMahieu 3B Nolan Arenado SS Brandon Crawford OF Carlos González OF Charlie Blackmon OF A.J. Pollock",NA,"","",NA
7061,718315505,"bquicksix (32/150)",0,88.15,"P Michael Pineda P James Paxton C J.T. Realmuto 1B Kendrys Morales 2B Dee Gordon 3B Josh Donaldson SS Brandon Crawford OF José Bautista OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
7061,718315542,"bquicksix (69/150)",0,88.15,"P Michael Pineda P James Paxton C J.T. Realmuto 1B Kendrys Morales 2B Dee Gordon 3B Manny Machado SS Troy Tulowitzki OF Giancarlo Stanton OF Marcell Ozuna OF Christian Yelich",NA,"","",NA
7061,718392445,"papagates (97/150)",0,88.15,"P Michael Pineda P Jacob deGrom C Travis d'Arnaud 1B Lucas Duda 2B Neil Walker 3B Hernán Pérez SS Jonathan Villar OF Ryan Braun OF Curtis Granderson OF Eric Thames",NA,"","",NA
7061,718432056,"rayofhope (98/125)",0,88.15,"P Michael Pineda P Tyler Chatwood C Evan Gattis 1B Justin Bour 2B José Altuve 3B Alex Bregman SS Carlos Correa OF George Springer OF Bryce Harper OF Trea Turner",NA,"","",NA
7061,718436622,"VicViP (16/19)",0,88.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Adrián González 2B Robinson Canó 3B Travis Shaw SS Asdrúbal Cabrera OF Andrew Benintendi OF Kole Calhoun OF Joc Pederson",NA,"","",NA
7061,718479530,"jman5654",0,88.15,"P Michael Pineda P Tyler Chatwood C Chris Iannetta 1B Paul Goldschmidt 2B Jean Segura 3B Nolan Arenado SS Trea Turner OF Charlie Blackmon OF A.J. Pollock OF Adam Eaton",NA,"","",NA
7061,718597115,"dueFORaWIN (1/4)",0,88.15,"P Michael Pineda P Jacob deGrom C Sandy León 1B Travis Shaw 2B Dustin Pedroia 3B José Reyes SS Asdrúbal Cabrera OF Andrew Benintendi OF Curtis Granderson OF Hanley Ramírez",NA,"","",NA
7061,718646805,"powercrisis (1/2)",0,88.15,"P Michael Pineda P Jacob deGrom C Sandy León 1B Hanley Ramírez 2B Daniel Murphy 3B José Reyes SS Trea Turner OF Curtis Granderson OF Hunter Renfroe OF Manuel Margot",NA,"","",NA
7061,718715874,"Johnnyscalz (1/2)",0,88.15,"P Michael Pineda P James Paxton C Chris Iannetta 1B Paul Goldschmidt 2B Starlin Castro 3B Nolan Arenado SS Jonathan Villar OF Carlos González OF Charlie Blackmon OF A.J. Pollock",NA,"","",NA
7061,718799223,"DGTballer",0,88.15,"P Michael Pineda P Tyler Chatwood C Gary Sánchez 1B Paul Goldschmidt 2B José Altuve 3B Nolan Arenado SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Trea Turner",NA,"","",NA
7061,718869244,"BeltWieldindad (3/7)",0,88.15,"P Michael Pineda P Jacob deGrom C Chris Iannetta 1B Paul Goldschmidt 2B Logan Forsythe 3B Justin Turner SS Corey Seager OF A.J. Pollock OF Andrew Toles OF Joc Pederson",NA,"","",NA
7061,718888700,"jdilla5",0,88.15,"P Michael Pineda P James Paxton C Stephen Vogt 1B Paul Goldschmidt 2B Dustin Pedroia 3B Daniel Murphy SS Brandon Crawford OF Charlie Blackmon OF A.J. Pollock OF Trea Turner",NA,"","",NA
7061,718951096,"I_Slewfoot_U (9/28)",0,88.15,"P Michael Pineda P James Paxton C J.T. Realmuto 1B Kendrys Morales 2B Dee Gordon 3B Josh Donaldson SS Troy Tulowitzki OF Giancarlo Stanton OF Marcell Ozuna OF Christian Yelich",NA,"","",NA
7076,718023891,"cman200 (2/4)",0,88.1,"P Alex Cobb P Danny Salazar C Roberto Pérez 1B Edwin Encarnación 2B Daniel Murphy 3B José Ramírez SS Trea Turner OF Brandon Guyer OF Bryce Harper OF Adam Eaton",NA,"","",NA
7076,718652784,"turntostart",0,88.1,"P Chris Sale P Jharel Cotton C Matt Wieters 1B Adrián González 2B Derek Dietrich 3B Manny Machado SS Brad Miller OF Steven Souza Jr. OF Corey Dickerson OF Trea Turner",NA,"","",NA
7076,718748008,"Buckohfive (2/2)",0,88.1,"P J.A. Happ P Danny Salazar C Francisco Cervelli 1B Brandon Belt 2B Robinson Canó 3B Nolan Arenado SS Xander Bogaerts OF Ryan Braun OF Gerardo Parra OF Trea Turner",NA,"","",NA
7079,717954684,"miller_time",0,88.05,"P Chris Sale P Jacob deGrom C Tony Wolters 1B Justin Bour 2B Danny Espinosa 3B Ronald Torreyes SS J.J. Hardy OF Carlos González OF Charlie Blackmon OF Jay Bruce",NA,"","",NA
7079,717998251,"petteytheft89 (11/120)",0,88.05,"P Jacob deGrom P Danny Salazar C Buster Posey 1B Hanley Ramírez 2B Dustin Pedroia 3B Ryan Zimmerman SS Xander Bogaerts OF Chris Young OF Andrew Benintendi OF Andrew Toles",NA,"","",NA
7079,717998267,"petteytheft89 (27/120)",0,88.05,"P Jacob deGrom P Danny Salazar C Gary Sánchez 1B Greg Bird 2B Anthony Rendón 3B Eduardo Núñez SS Manny Machado OF Brett Gardner OF Jacoby Ellsbury OF Matt Holliday",NA,"","",NA
7079,718019844,"drafthero2015 (90/150)",0,88.05,"P Chris Sale P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Starlin Castro 3B Yunel Escobar SS Ronald Torreyes OF Brett Gardner OF Kole Calhoun OF Bryce Harper",NA,"","",NA
7079,718052757,"alexanderbricks",0,88.05,"P Chris Sale P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Anthony Rendón 3B Ronald Torreyes SS Brad Miller OF Steven Souza Jr. OF Corey Dickerson OF Yasmany Tomás",NA,"","",NA
7079,718122031,"fxxboog (1/2)",0,88.05,"P Chris Sale P Taijuan Walker C Gary Sánchez 1B Carlos Santana 2B Odúbel Herrera 3B Maikel Franco SS Dansby Swanson OF Kevin Pillar OF Brandon Guyer OF Adonis Garcia",NA,"","",NA
7079,718371701,"pidginpaws",0,88.05,"P Chris Sale P Jacob deGrom C Stephen Vogt 1B Ryon Healy 2B Jonathan Schoop 3B Xander Bogaerts SS Tim Beckham OF Corey Dickerson OF Kevin Kiermaier OF Khris Davis",NA,"","",NA
7079,718387188,"wyftball21",0,88.05,"P Chris Sale P Tyler Chatwood C Matt Wieters 1B Kendrys Morales 2B Devon Travis 3B Josh Donaldson SS Brad Miller OF José Bautista OF Corey Dickerson OF Curtis Granderson",NA,"","",NA
7079,718402789,"hogwild20",0,88.05,"P Chris Sale P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Ryan Schimpf 3B Ronald Torreyes SS Trevor Story OF Brett Gardner OF Corey Dickerson OF Kevin Kiermaier",NA,"","",NA
7079,718460890,"tow2nd2none",0,88.05,"P Chris Sale P James Paxton C Cameron Rupp 1B Greg Bird 2B Devon Travis 3B Evan Longoria SS Trea Turner OF A.J. Pollock OF Yasmany Tomás OF Joc Pederson",NA,"","",NA
7079,718478401,"dbacks4444 (6/11)",0,88.05,"P Chris Sale P Tyler Chatwood C Gary Sánchez 1B Paul Goldschmidt 2B Brandon Drury 3B José Reyes SS Asdrúbal Cabrera OF Curtis Granderson OF Jay Bruce OF Yoenis Céspedes",NA,"","",NA
7079,718608412,"SoccerMan89 (3/21)",0,88.05,"P Dylan Bundy P Jacob deGrom C Jonathan Lucroy 1B Mitch Moreland 2B Dee Gordon 3B Manny Machado SS Trea Turner OF Andrew Benintendi OF Brett Gardner OF Steven Souza Jr.",NA,"","",NA
7079,718613552,"unbriddledtruth (1/4)",0,88.05,"P Jharel Cotton P Tanner Roark C Stephen Vogt 1B Brandon Belt 2B Anthony Rendón 3B Nolan Arenado SS Trevor Story OF Gerardo Parra OF Charlie Blackmon OF A.J. Pollock",NA,"","",NA
7079,718671082,"wildcat33 (2/2)",0,88.05,"P J.A. Happ P Cole Hamels C J.T. Realmuto 1B Kendrys Morales 2B Neil Walker 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Andrew Benintendi OF A.J. Pollock",NA,"","",NA
7079,718736235,"koa21",0,88.05,"P Chris Sale P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Logan Forsythe 3B Ronald Torreyes SS Trevor Story OF Brett Gardner OF Jacoby Ellsbury OF Andrew Toles",NA,"","",NA
7079,718746445,"stlcardinals84 (7/20)",0,88.05,"P Chris Sale P Jacob deGrom C Mike Zunino 1B Steve Pearce 2B Devon Travis 3B Kyle Seager SS Ronald Torreyes OF Jarrod Dyson OF Mitch Haniger OF Danny Valencia",NA,"","",NA
7079,718806203,"Woldini11 (1/3)",0,88.05,"P Chris Sale P Jacob deGrom C Yasmani Grandal 1B Greg Bird 2B Neil Walker 3B Chase Headley SS Asdrúbal Cabrera OF Brett Gardner OF A.J. Pollock OF Matt Holliday",NA,"","",NA
7079,718864292,"tmurderer420 (4/5)",0,88.05,"P Danny Salazar P James Paxton C Yasmani Grandal 1B Kendrys Morales 2B Daniel Murphy 3B Justin Turner SS Corey Seager OF Joc Pederson OF Bryce Harper OF Trea Turner",NA,"","",NA
7079,718922094,"bewareofbears (4/4)",0,88.05,"P Chris Sale P Tyler Chatwood C Kurt Suzuki 1B Logan Morrison 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Corey Dickerson OF Carlos González OF Charlie Blackmon",NA,"","",NA
7079,718959299,"wobblejuice (3/16)",0,88.05,"P J.A. Happ P Cole Hamels C Evan Gattis 1B Tommy Joseph 2B José Altuve 3B Nolan Arenado SS Carlos Correa OF Jake Marisnick OF Hunter Pence OF Bryce Harper",NA,"","",NA
7079,718959300,"wobblejuice (4/16)",0,88.05,"P J.A. Happ P Cole Hamels C Evan Gattis 1B Tommy Joseph 2B José Altuve 3B Maikel Franco SS Carlos Correa OF Jake Marisnick OF Hunter Pence OF Bryce Harper",NA,"","",NA
7100,718078749,"scout326 (47/150)",0,88,"P Jacob deGrom P Charlie Morton C Yasmani Grandal 1B Adrián González 2B Anthony Rendón 3B Justin Turner SS Trea Turner OF Andrew Toles OF Bryce Harper OF Adam Eaton",NA,"","",NA
7100,718145045,"forfamily (2/2)",0,88,"P Jacob deGrom P Tanner Roark C Yasmani Grandal 1B Albert Pujols 2B Joe Panik 3B Justin Turner SS Brandon Crawford OF Kevin Pillar OF Nelson Cruz OF Matt Holliday",NA,"","",NA
7100,718273802,"Moogie (5/5)",0,88,"P J.A. Happ P Rich Hill C Buster Posey 1B Justin Bour 2B Daniel Murphy 3B David Freese SS Trea Turner OF Matt Joyce OF Ryan Braun OF Charlie Blackmon",NA,"","",NA
7100,718308185,"wrjuv49 (7/15)",0,88,"P Taijuan Walker P Tanner Roark C Gary Sánchez 1B Greg Bird 2B DJ LeMahieu 3B Josh Donaldson SS Chris Owings OF Mike Trout OF Brandon Guyer OF Trea Turner",NA,"","",NA
7100,718636098,"Alydar",0,88,"P Jacob deGrom P Tanner Roark C Yasmani Grandal 1B Travis Shaw 2B Daniel Murphy 3B Nolan Arenado SS Dansby Swanson OF Ryan Braun OF Gorkys Hernández OF Joc Pederson",NA,"","",NA
7100,718643388,"bostoneagle5 (11/14)",0,88,"P Charlie Morton P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Rougned Odor 3B Jonathan Villar SS Trevor Story OF Carlos González OF Ryan Braun OF Charlie Blackmon",NA,"","",NA
7100,718766387,"jcnats (1/5)",0,88,"P Jacob deGrom P Tanner Roark C Stephen Vogt 1B Mark Trumbo 2B Daniel Murphy 3B Ronald Torreyes SS Trea Turner OF Matt Joyce OF Bryce Harper OF Adam Eaton",NA,"","",NA
7100,718834092,"murder_i_wrote",0,88,"P J.A. Happ P Rich Hill C Jonathan Lucroy 1B Freddie Freeman 2B Rougned Odor 3B Justin Turner SS Corey Seager OF Kevin Kiermaier OF Curtis Granderson OF Yasmany Tomás",NA,"","",NA
7108,718148546,"FeistOfWinterveil (82/150)",0,87.95,"P Tyler Chatwood P Rich Hill C J.T. Realmuto 1B Adam Duvall 2B Dee Gordon 3B Eugenio Suárez SS José Peraza OF Billy Hamilton OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
7108,718392451,"papagates (103/150)",0,87.95,"P Jacob deGrom P Rich Hill C Gary Sánchez 1B Greg Bird 2B Starlin Castro 3B Travis Shaw SS Orlando Arcia OF Aaron Judge OF Kirk Nieuwenhuis OF Eric Thames",NA,"","",NA
